Test,Display,TestNumber,Trial,Subject,Response,TrueValue
"Veritcal Distance, Aligned",2,2,C,82,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,83,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,84,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,85,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,86,0.95,0.9
"Veritcal Distance, Aligned",2,2,C,87,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,88,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,89,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,90,0.95,0.9
"Veritcal Distance, Aligned",2,2,C,91,0.9,0.9
"Veritcal Distance, Aligned",2,2,C,92,0.98,0.9
"Veritcal Distance, Aligned",2,2,D,1,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,2,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,3,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,4,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,5,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,6,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,7,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,8,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,9,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,10,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,11,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,12,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,13,0.69,0.6
"Veritcal Distance, Aligned",2,2,D,14,0.7,0.6
"Veritcal Distance, Aligned",2,2,D,15,0.66,0.6
"Veritcal Distance, Aligned",2,2,D,16,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,17,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,18,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,19,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,20,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,21,0.75,0.6
"Veritcal Distance, Aligned",2,2,D,22,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,23,0.7,0.6
"Veritcal Distance, Aligned",2,2,D,24,0.7,0.6
"Veritcal Distance, Aligned",2,2,D,25,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,26,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,27,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,28,0.7,0.6
"Veritcal Distance, Aligned",2,2,D,29,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,30,0.75,0.6
"Veritcal Distance, Aligned",2,2,D,31,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,32,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,33,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,34,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,35,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,36,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,37,0.8,0.6
"Veritcal Distance, Aligned",2,2,D,38,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,39,0.54,0.6
"Veritcal Distance, Aligned",2,2,D,40,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,41,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,42,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,43,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,44,0.4,0.6
"Veritcal Distance, Aligned",2,2,D,45,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,46,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,47,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,48,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,49,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,50,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,51,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,52,0.7,0.6
"Veritcal Distance, Aligned",2,2,D,53,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,54,0.66,0.6
"Veritcal Distance, Aligned",2,2,D,55,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,56,0.66,0.6
"Veritcal Distance, Aligned",2,2,D,57,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,58,0.66,0.6
"Veritcal Distance, Aligned",2,2,D,59,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,60,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,61,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,62,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,63,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,64,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,65,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,66,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,67,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,68,0.66,0.6
"Veritcal Distance, Aligned",2,2,D,69,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,70,0.8,0.6
"Veritcal Distance, Aligned",2,2,D,71,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,72,0.75,0.6
"Veritcal Distance, Aligned",2,2,D,73,0.75,0.6
"Veritcal Distance, Aligned",2,2,D,74,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,75,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,76,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,77,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,78,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,79,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,80,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,81,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,82,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,83,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,84,0.5,0.6
"Veritcal Distance, Aligned",2,2,D,85,0.55,0.6
"Veritcal Distance, Aligned",2,2,D,86,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,87,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,88,0.7,0.6
"Veritcal Distance, Aligned",2,2,D,89,0.65,0.6
"Veritcal Distance, Aligned",2,2,D,90,0.6,0.6
"Veritcal Distance, Aligned",2,2,D,91,0.7,0.6
"Veritcal Distance, Aligned",2,2,D,92,0.66,0.6
"Vertical Distance, Non-Aligned",1,3,B,1,0.4,0.6
"Vertical Distance, Non-Aligned",1,3,B,2,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,3,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,4,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,5,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,6,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,7,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,8,0.4,0.6
"Vertical Distance, Non-Aligned",1,3,B,9,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,10,0.55,0.6
"Vertical Distance, Non-Aligned",1,3,B,11,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,12,0.75,0.6
"Vertical Distance, Non-Aligned",1,3,B,13,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,14,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,15,0.44,0.6
"Vertical Distance, Non-Aligned",1,3,B,16,0.25,0.6
"Vertical Distance, Non-Aligned",1,3,B,17,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,18,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,19,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,20,0.66,0.6
"Vertical Distance, Non-Aligned",1,3,B,21,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,22,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,23,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,24,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,25,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,26,0.55,0.6
"Vertical Distance, Non-Aligned",1,3,B,27,0.8,0.6
"Vertical Distance, Non-Aligned",1,3,B,28,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,29,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,30,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,31,0.4,0.6
"Vertical Distance, Non-Aligned",1,3,B,32,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,33,0.45,0.6
"Vertical Distance, Non-Aligned",1,3,B,34,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,35,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,36,0.95,0.6
"Vertical Distance, Non-Aligned",1,3,B,37,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,38,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,39,0.76,0.6
"Vertical Distance, Non-Aligned",1,3,B,40,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,41,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,42,0.8,0.6
"Vertical Distance, Non-Aligned",1,3,B,43,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,44,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,45,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,46,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,47,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,48,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,49,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,50,0.8,0.6
"Vertical Distance, Non-Aligned",1,3,B,51,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,52,0.55,0.6
"Vertical Distance, Non-Aligned",1,3,B,53,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,54,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,55,0.25,0.6
"Vertical Distance, Non-Aligned",1,3,B,56,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,57,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,58,0.95,0.6
"Vertical Distance, Non-Aligned",1,3,B,59,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,60,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,61,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,62,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,63,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,64,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,65,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,66,0.75,0.6
"Vertical Distance, Non-Aligned",1,3,B,67,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,68,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,69,0.9,0.6
"Vertical Distance, Non-Aligned",1,3,B,70,0.55,0.6
"Vertical Distance, Non-Aligned",1,3,B,71,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,72,0.75,0.6
"Vertical Distance, Non-Aligned",1,3,B,73,1,0.6
"Vertical Distance, Non-Aligned",1,3,B,74,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,75,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,76,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,77,0.65,0.6
"Vertical Distance, Non-Aligned",1,3,B,78,0.45,0.6
"Vertical Distance, Non-Aligned",1,3,B,79,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,80,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,81,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,82,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,83,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,84,0.7,0.6
"Vertical Distance, Non-Aligned",1,3,B,85,0.5,0.6
"Vertical Distance, Non-Aligned",1,3,B,86,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,87,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,88,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,89,0.66,0.6
"Vertical Distance, Non-Aligned",1,3,B,90,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,91,0.6,0.6
"Vertical Distance, Non-Aligned",1,3,B,92,0.55,0.6
"Vertical Distance, Non-Aligned",1,3,C,1,0.3,0.55
"Vertical Distance, Non-Aligned",1,3,C,2,0.45,0.55
"Vertical Distance, Non-Aligned",1,3,C,3,0.55,0.55
"Vertical Distance, Non-Aligned",1,3,C,4,0.45,0.55
"Vertical Distance, Non-Aligned",1,3,C,5,0.7,0.55
"Vertical Distance, Non-Aligned",1,3,C,6,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,7,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,8,0.8,0.55
"Vertical Distance, Non-Aligned",1,3,C,9,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,10,0.45,0.55
"Vertical Distance, Non-Aligned",1,3,C,11,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,12,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,13,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,14,0.45,0.55
"Vertical Distance, Non-Aligned",1,3,C,15,0.44,0.55
"Vertical Distance, Non-Aligned",1,3,C,16,0.3,0.55
"Vertical Distance, Non-Aligned",1,3,C,17,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,18,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,19,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,20,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,21,0.6,0.55
"Vertical Distance, Non-Aligned",1,3,C,22,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,23,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,24,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,25,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,26,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,27,0.8,0.55
"Vertical Distance, Non-Aligned",1,3,C,28,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,29,0.6,0.55
"Vertical Distance, Non-Aligned",1,3,C,30,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,31,0.45,0.55
"Vertical Distance, Non-Aligned",1,3,C,32,0.7,0.55
"Vertical Distance, Non-Aligned",1,3,C,33,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,34,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,35,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,36,0.7,0.55
"Vertical Distance, Non-Aligned",1,3,C,37,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,38,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,39,0.84,0.55
"Vertical Distance, Non-Aligned",1,3,C,40,0.65,0.55
"Vertical Distance, Non-Aligned",1,3,C,41,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,42,0.8,0.55
"Vertical Distance, Non-Aligned",1,3,C,43,0.33,0.55
"Vertical Distance, Non-Aligned",1,3,C,44,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,45,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,46,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,47,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,48,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,49,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,50,0.6,0.55
"Vertical Distance, Non-Aligned",1,3,C,51,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,52,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,53,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,54,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,55,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,56,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,57,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,58,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,59,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,60,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,61,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,62,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,63,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,64,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,65,0.7,0.55
"Vertical Distance, Non-Aligned",1,3,C,66,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,67,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,68,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,69,0.8,0.55
"Vertical Distance, Non-Aligned",1,3,C,70,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,71,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,72,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,73,1,0.55
"Vertical Distance, Non-Aligned",1,3,C,74,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,75,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,76,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,77,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,78,0.43,0.55
"Vertical Distance, Non-Aligned",1,3,C,79,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,80,0.55,0.55
"Vertical Distance, Non-Aligned",1,3,C,81,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,82,0.48,0.55
"Vertical Distance, Non-Aligned",1,3,C,83,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,84,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,85,0.4,0.55
"Vertical Distance, Non-Aligned",1,3,C,86,0.6,0.55
"Vertical Distance, Non-Aligned",1,3,C,87,0.55,0.55
"Vertical Distance, Non-Aligned",1,3,C,88,0.35,0.55
"Vertical Distance, Non-Aligned",1,3,C,89,0.66,0.55
"Vertical Distance, Non-Aligned",1,3,C,90,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,C,91,0.55,0.55
"Vertical Distance, Non-Aligned",1,3,C,92,0.5,0.55
"Vertical Distance, Non-Aligned",1,3,D,1,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,2,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,3,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,4,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,5,0.85,0.8
"Vertical Distance, Non-Aligned",1,3,D,6,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,7,0.1,0.8
"Vertical Distance, Non-Aligned",1,3,D,8,0.5,0.8
"Vertical Distance, Non-Aligned",1,3,D,9,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,10,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,11,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,12,0.25,0.8
"Vertical Distance, Non-Aligned",1,3,D,13,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,14,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,15,0.77,0.8
"Vertical Distance, Non-Aligned",1,3,D,16,0.1,0.8
"Vertical Distance, Non-Aligned",1,3,D,17,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,18,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,19,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,20,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,21,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,22,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,23,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,24,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,25,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,26,0.65,0.8
"Vertical Distance, Non-Aligned",1,3,D,27,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,28,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,29,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,30,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,31,0.35,0.8
"Vertical Distance, Non-Aligned",1,3,D,32,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,33,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,34,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,35,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,36,0.85,0.8
"Vertical Distance, Non-Aligned",1,3,D,37,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,38,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,39,0.91,0.8
"Vertical Distance, Non-Aligned",1,3,D,40,0.25,0.8
"Vertical Distance, Non-Aligned",1,3,D,41,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,42,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,43,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,44,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,45,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,46,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,47,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,48,0.5,0.8
"Vertical Distance, Non-Aligned",1,3,D,49,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,50,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,51,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,52,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,53,0.3,0.8
"Vertical Distance, Non-Aligned",1,3,D,54,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,55,0.33,0.8
"Vertical Distance, Non-Aligned",1,3,D,56,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,57,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,58,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,59,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,60,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,61,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,62,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,63,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,64,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,65,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,66,0.25,0.8
"Vertical Distance, Non-Aligned",1,3,D,67,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,68,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,69,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,70,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,71,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,72,0.3,0.8
"Vertical Distance, Non-Aligned",1,3,D,73,1,0.8
"Vertical Distance, Non-Aligned",1,3,D,74,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,75,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,76,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,77,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,78,0.6,0.8
"Vertical Distance, Non-Aligned",1,3,D,79,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,80,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,81,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,82,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,83,0.75,0.8
"Vertical Distance, Non-Aligned",1,3,D,84,0.3,0.8
"Vertical Distance, Non-Aligned",1,3,D,85,0.7,0.8
"Vertical Distance, Non-Aligned",1,3,D,86,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,87,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,88,0.3,0.8
"Vertical Distance, Non-Aligned",1,3,D,89,0.9,0.8
"Vertical Distance, Non-Aligned",1,3,D,90,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,91,0.8,0.8
"Vertical Distance, Non-Aligned",1,3,D,92,0.75,0.8
"Vertical Distance, Non-Aligned",2,4,B,1,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,2,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,3,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,4,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,5,0.55,0.47
"Vertical Distance, Non-Aligned",2,4,B,6,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,7,0.6,0.47
"Vertical Distance, Non-Aligned",2,4,B,8,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,9,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,10,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,11,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,12,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,13,0.45,0.47
"Vertical Distance, Non-Aligned",2,4,B,14,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,15,0.44,0.47
"Vertical Distance, Non-Aligned",2,4,B,16,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,17,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,18,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,19,0.33,0.47
"Vertical Distance, Non-Aligned",2,4,B,20,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,21,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,22,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,23,0.92,0.47
"Vertical Distance, Non-Aligned",2,4,B,24,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,25,0.25,0.47
"Vertical Distance, Non-Aligned",2,4,B,26,0.38,0.47
"Vertical Distance, Non-Aligned",2,4,B,27,0.7,0.47
"Vertical Distance, Non-Aligned",2,4,B,28,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,29,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,30,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,31,0.7,0.47
"Vertical Distance, Non-Aligned",2,4,B,32,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,33,0.33,0.47
"Vertical Distance, Non-Aligned",2,4,B,34,0.65,0.47
"Vertical Distance, Non-Aligned",2,4,B,35,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,36,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,37,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,38,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,39,0.7,0.47
"Vertical Distance, Non-Aligned",2,4,B,40,0.25,0.47
"Vertical Distance, Non-Aligned",2,4,B,41,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,42,0.7,0.47
"Vertical Distance, Non-Aligned",2,4,B,43,0.25,0.47
"Vertical Distance, Non-Aligned",2,4,B,44,0.25,0.47
"Vertical Distance, Non-Aligned",2,4,B,45,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,46,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,47,0.35,0.47
"Vertical Distance, Non-Aligned",2,4,B,48,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,49,0.5,0.47
"Vertical Distance, Non-Aligned",2,4,B,50,0.4,0.47
"Vertical Distance, Non-Aligned",2,4,B,51,0.3,0.47
"Vertical Distance, Non-Aligned",2,4,B,52,0.55,0.47
"Vertical Distance, Non-Aligned",2,4,B,53,0.75,0.47
